"Entity","Code","Year","hdi","gdp","population_historical","owid_region","dev_status","hdi_band","gdp_band"
"Philippines","PHL",2001,0.636,4778.401,81401443,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2002,0.643,4856.4995,83068839,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2003,0.648,5003.3833,84731786,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2004,0.655,5229.4507,86394464,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2005,0.656,5386.8164,88015905,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2006,0.654,5578.5723,89508940,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2007,0.659,5840.068,91075139,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2008,0.662,5987.0376,92699045,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2009,0.662,5965.307,94384204,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2010,0.669,6273.039,96337064,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2011,0.674,6388.313,98248571,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2012,0.681,6697.556,100175459,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2013,0.687,7016.5386,102076299,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2014,0.689,7340.362,103767082,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2015,0.69,7691.763,105312935,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2016,0.69,8131.825,106735664,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2017,0.694,8584.136,108119646,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2018,0.7,9016.286,109465234,"Asia","Developing","High","Upper-middle"
"Philippines","PHL",2019,0.708,9452.294,110804629,"Asia","Developing","High","Upper-middle"
"Philippines","PHL",2020,0.699,8455.185,112081229,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2021,0.69,8857.79,113100906,"Asia","Developing","Medium","Upper-middle"
"Philippines","PHL",2022,0.714,9457.104,113964291,"Asia","Developing","High","Upper-middle"
"Philippines","PHL",2023,0.72,9901.057,114891152,"Asia","Developing","High","Upper-middle"
"Poland","POL",1990,0.722,13044.731,38055404,"Europe","Developing","High","Upper-middle"
"Poland","POL",1991,0.72,12086.623,38152898,"Europe","Developing","High","Upper-middle"
"Poland","POL",1992,0.724,12352.658,38233580,"Europe","Developing","High","Upper-middle"
"Poland","POL",1993,0.737,12781.874,38294834,"Europe","Developing","High","Upper-middle"
"Poland","POL",1994,0.747,13430.024,38344258,"Europe","Developing","High","High-income"
"Poland","POL",1995,0.754,14475.32,38364630,"Europe","Developing","High","High-income"
"Poland","POL",1996,0.763,15345.75,38359111,"Europe","Developing","High","High-income"
"Poland","POL",1997,0.775,16310.892,38348255,"Europe","Developing","High","High-income"
"Poland","POL",1998,0.784,17058.617,38326383,"Europe","Developing","High","High-income"
"Poland","POL",1999,0.793,17861.717,38287663,"Europe","Developing","High","High-income"
"Poland","POL",2000,0.801,18889.662,38258025,"Europe","Developed","Very High","High-income"
"Poland","POL",2001,0.809,19127.988,38247309,"Europe","Developed","Very High","High-income"
"Poland","POL",2002,0.816,19500.68,38229357,"Europe","Developed","Very High","High-income"
"Poland","POL",2003,0.822,20201.39,38203476,"Europe","Developed","Very High","High-income"
"Poland","POL",2004,0.82,21242.229,38167521,"Europe","Developed","Very High","High-income"
"Poland","POL",2005,0.826,21944.541,38124333,"Europe","Developed","Very High","High-income"
"Poland","POL",2006,0.831,23320.338,38071124,"Europe","Developed","Very High","High-income"
"Poland","POL",2007,0.836,24910.422,38020368,"Europe","Developed","Very High","High-income"
"Poland","POL",2008,0.841,25998.893,37995854,"Europe","Developed","Very High","High-income"
"Poland","POL",2009,0.846,26660.725,38002108,"Europe","Developed","Very High","High-income"
"Poland","POL",2010,0.852,27584.254,38095304,"Europe","Developed","Very High","High-income"
"Poland","POL",2011,0.858,29018.326,38208597,"Europe","Developed","Very High","High-income"
"Poland","POL",2012,0.863,29457.092,38247820,"Europe","Developed","Very High","High-income"
"Poland","POL",2013,0.873,29676.557,38259214,"Europe","Developed","Very High","High-income"
"Poland","POL",2014,0.873,30863.12,38265064,"Europe","Developed","Very High","High-income"
"Poland","POL",2015,0.879,32252.387,38266267,"Europe","Developed","Very High","High-income"
"Poland","POL",2016,0.884,33244.3,38263203,"Europe","Developed","Very High","High-income"
"Poland","POL",2017,0.882,34952.836,38254908,"Europe","Developed","Very High","High-income"
"Poland","POL",2018,0.884,37136.016,38241017,"Europe","Developed","Very High","High-income"
"Poland","POL",2019,0.887,38846.504,38225836,"Europe","Developed","Very High","High-income"
"Poland","POL",2020,0.88,38122.438,38170958,"Europe","Developed","Very High","High-income"
"Poland","POL",2021,0.884,41774.582,38040252,"Europe","Developed","Very High","High-income"
"Poland","POL",2022,0.902,44160.86,38385689,"Europe","Developed","Very High","High-income"
"Poland","POL",2023,0.906,44384.168,38762796,"Europe","Developed","Very High","High-income"
"Portugal","PRT",1990,0.707,27334.326,9989475,"Europe","Developing","High","High-income"
"Portugal","PRT",1991,0.718,28594.176,9969142,"Europe","Developing","High","High-income"
"Portugal","PRT",1992,0.735,28928.186,9960299,"Europe","Developing","High","High-income"
"Portugal","PRT",1993,0.751,28302.463,9972293,"Europe","Developing","High","High-income"
"Portugal","PRT",1994,0.765,28498.744,9998435,"Europe","Developing","High","High-income"
"Portugal","PRT",1995,0.773,29616.572,10031702,"Europe","Developing","High","High-income"
"Portugal","PRT",1996,0.781,30539.4,10067607,"Europe","Developing","High","High-income"
"Portugal","PRT",1997,0.789,31741.37,10110494,"Europe","Developing","High","High-income"
"Portugal","PRT",1998,0.795,33099.777,10159472,"Europe","Developing","High","High-income"
"Portugal","PRT",1999,0.793,34198.855,10214832,"Europe","Developing","High","High-income"
"Portugal","PRT",2000,0.797,35255.277,10283150,"Europe","Developing","High","High-income"
"Portugal","PRT",2001,0.801,35687.953,10354271,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2002,0.804,35766.66,10412991,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2003,0.808,35301.07,10454189,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2004,0.809,35846.69,10481336,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2005,0.81,36059.992,10502943,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2006,0.815,36579.953,10524070,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2007,0.821,37423.324,10546768,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2008,0.826,37488.703,10564037,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2009,0.831,36283.67,10576213,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2010,0.836,36897.203,10578605,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2011,0.843,36318.336,10556994,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2012,0.844,34988.68,10513092,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2013,0.849,34835.01,10458238,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2014,0.854,35283.008,10406148,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2015,0.857,35992.688,10370222,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2016,0.859,36830.03,10346328,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2017,0.864,38143.758,10330784,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2018,0.866,39330.5,10325307,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2019,0.872,40400.805,10343168,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2020,0.87,37047.105,10370463,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2021,0.876,38862.09,10390906,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2022,0.883,41288.047,10417030,"Europe","Developed","Very High","High-income"
"Portugal","PRT",2023,0.89,41755.48,10430680,"Europe","Developed","Very High","High-income"
"Qatar","QAT",1990,0.767,71584.445,440133,"Asia","Developing","High","High-income"
"Qatar","QAT",1991,0.768,68122.93,454807,"Asia","Developing","High","High-income"
"Qatar","QAT",1992,0.77,73451.02,469606,"Asia","Developing","High","High-income"
"Qatar","QAT",1993,0.778,70250.766,484511,"Asia","Developing","High","High-income"
"Qatar","QAT",1994,0.784,69119.95,499420,"Asia","Developing","High","High-income"
"Qatar","QAT",1995,0.788,68732.53,514279,"Asia","Developing","High","High-income"
"Qatar","QAT",1996,0.791,69746.22,528984,"Asia","Developing","High","High-income"
"Qatar","QAT",1997,0.794,87140.125,550466,"Asia","Developing","High","High-income"
"Qatar","QAT",1998,0.796,91901.16,580493,"Asia","Developing","High","High-income"
"Qatar","QAT",1999,0.796,90837.46,612471,"Asia","Developing","High","High-income"
"Qatar","QAT",2000,0.795,93187.06,644945,"Asia","Developing","High","High-income"
"Qatar","QAT",2001,0.795,92115.83,677885,"Asia","Developing","High","High-income"
"Qatar","QAT",2002,0.798,94111.69,711170,"Asia","Developing","High","High-income"
"Qatar","QAT",2003,0.804,93224.45,744647,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2004,0.807,107023.68,773295,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2005,0.815,107784.52,825378,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2006,0.822,115383.74,972793,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2007,0.831,109579.79,1208548,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2008,0.839,109206.41,1426881,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2009,0.838,108435.85,1585999,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2010,0.834,129045.01,1709205,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2011,0.835,145591.02,1810913,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2012,0.846,143830.7,1907074,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2013,0.859,136454,2032602,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2014,0.857,128013.984,2218318,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2015,0.86,123070.89,2427284,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2016,0.861,120054.41,2599332,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2017,0.87,115064.945,2706660,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2018,0.876,114909.945,2761095,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2019,0.88,113160.98,2797880,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2020,0.872,103061.914,2803329,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2021,0.866,116832.57,2814939,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2022,0.883,114740.125,2892419,"Asia","Developed","Very High","High-income"
"Qatar","QAT",2023,0.886,116159.14,2979038,"Asia","Developed","Very High","High-income"
"Romania","ROU",1990,0.719,16462.46,22939481,"Europe","Developing","High","High-income"
"Romania","ROU",1991,0.705,14460.882,22947368,"Europe","Developing","High","High-income"
"Romania","ROU",1992,0.694,13312.798,22912341,"Europe","Developing","Medium","High-income"
"Romania","ROU",1993,0.692,13534.737,22842206,"Europe","Developing","Medium","High-income"
"Romania","ROU",1994,0.695,14087.381,22756199,"Europe","Developing","Medium","High-income"
"Romania","ROU",1995,0.701,14995.828,22657664,"Europe","Developing","High","High-income"
"Romania","ROU",1996,0.707,15626.781,22541865,"Europe","Developing","High","High-income"
"Romania","ROU",1997,0.709,14911.898,22411465,"Europe","Developing","High","High-income"
"Romania","ROU",1998,0.715,14639.484,22284853,"Europe","Developing","High","High-income"
"Romania","ROU",1999,0.724,14607.255,22166115,"Europe","Developing","High","High-income"
"Romania","ROU",2000,0.73,14986.157,22046211,"Europe","Developing","High","High-income"
"Romania","ROU",2001,0.737,15989.738,21919873,"Europe","Developing","High","High-income"
"Romania","ROU",2002,0.745,17213.893,21769976,"Europe","Developing","High","High-income"
"Romania","ROU",2003,0.749,17744.418,21593390,"Europe","Developing","High","High-income"
"Romania","ROU",2004,0.757,19706.793,21403163,"Europe","Developing","High","High-income"
"Romania","ROU",2005,0.765,20754.506,21213352,"Europe","Developing","High","High-income"
"Romania","ROU",2006,0.781,22554.06,21035673,"Europe","Developing","High","High-income"
"Romania","ROU",2007,0.792,24545.506,20870655,"Europe","Developing","High","High-income"
"Romania","ROU",2008,0.815,27280.908,20718693,"Europe","Developed","Very High","High-income"
"Romania","ROU",2009,0.826,25991.533,20576869,"Europe","Developed","Very High","High-income"
"Romania","ROU",2010,0.822,25125.145,20432524,"Europe","Developed","Very High","High-income"
"Romania","ROU",2011,0.823,26384.123,20281955,"Europe","Developed","Very High","High-income"
"Romania","ROU",2012,0.817,27006.336,20158399,"Europe","Developed","Very High","High-income"
"Romania","ROU",2013,0.821,27182.37,20062861,"Europe","Developed","Very High","High-income"
"Romania","ROU",2014,0.82,28407.402,19968125,"Europe","Developed","Very High","High-income"
"Romania","ROU",2015,0.823,29442.305,19870968,"Europe","Developed","Very High","High-income"
"Romania","ROU",2016,0.823,30458.562,19777001,"Europe","Developed","Very High","High-income"
"Romania","ROU",2017,0.828,33145.82,19689357,"Europe","Developed","Very High","High-income"
"Romania","ROU",2018,0.833,35381.91,19597823,"Europe","Developed","Very High","High-income"
"Romania","ROU",2019,0.838,36964.258,19501499,"Europe","Developed","Very High","High-income"
"Romania","ROU",2020,0.832,35802.69,19392420,"Europe","Developed","Very High","High-income"
"Romania","ROU",2021,0.829,38071.176,19248115,"Europe","Developed","Very High","High-income"
"Romania","ROU",2022,0.84,39733.656,19166726,"Europe","Developed","Very High","High-income"
"Romania","ROU",2023,0.845,40665.527,19118433,"Europe","Developed","Very High","High-income"
"Russia","RUS",1990,0.762,29945.146,148979487,"Europe","Developing","High","High-income"
"Russia","RUS",1991,0.758,28352.436,149448388,"Europe","Developing","High","High-income"
"Russia","RUS",1992,0.744,24209.033,148915936,"Europe","Developing","High","High-income"
"Russia","RUS",1993,0.725,22122.291,148135377,"Europe","Developing","High","High-income"
"Russia","RUS",1994,0.712,19348.201,148200678,"Europe","Developing","High","High-income"
"Russia","RUS",1995,0.713,18550.52,148291356,"Europe","Developing","High","High-income"
"Russia","RUS",1996,0.723,17879.922,148084532,"Europe","Developing","High","High-income"
"Russia","RUS",1997,0.734,18160.229,147853713,"Europe","Developing","High","High-income"
"Russia","RUS",1998,0.738,17226.227,147635488,"Europe","Developing","High","High-income"
"Russia","RUS",1999,0.74,18385.465,147241915,"Europe","Developing","High","High-income"
"Russia","RUS",2000,0.75,20309.268,146717736,"Europe","Developing","High","High-income"
"Russia","RUS",2001,0.758,21435.766,146117233,"Europe","Developing","High","High-income"
"Russia","RUS",2002,0.764,22546.727,145939456,"Europe","Developing","High","High-income"
"Russia","RUS",2003,0.772,24302.658,145794184,"Europe","Developing","High","High-income"
"Russia","RUS",2004,0.777,26157.557,145180052,"Europe","Developing","High","High-income"
"Russia","RUS",2005,0.78,27937.998,144597838,"Europe","Developing","High","High-income"
"Russia","RUS",2006,0.791,30328.078,144102900,"Europe","Developing","High","High-income"
"Russia","RUS",2007,0.802,32962.3,143859724,"Europe","Developed","Very High","High-income"
"Russia","RUS",2008,0.807,34691.574,143811787,"Europe","Developed","Very High","High-income"
"Russia","RUS",2009,0.805,31976.006,143869089,"Europe","Developed","Very High","High-income"
"Russia","RUS",2010,0.808,33399.926,143934422,"Europe","Developed","Very High","High-income"
"Russia","RUS",2011,0.822,34795.035,144043700,"Europe","Developed","Very High","High-income"
"Russia","RUS",2012,0.825,36104.273,144290965,"Europe","Developed","Very High","High-income"
"Russia","RUS",2013,0.83,36628.92,144604052,"Europe","Developed","Very High","High-income"
"Russia","RUS",2014,0.831,36217.965,144925588,"Europe","Developed","Very High","High-income"
"Russia","RUS",2015,0.833,35393.57,145307563,"Europe","Developed","Very High","High-income"
"Russia","RUS",2016,0.835,35361.547,145778617,"Europe","Developed","Very High","High-income"
"Russia","RUS",2017,0.838,35932.234,146186752,"Europe","Developed","Very High","High-income"
"Russia","RUS",2018,0.845,36908.367,146430090,"Europe","Developed","Very High","High-income"
"Russia","RUS",2019,0.847,37698.953,146533005,"Europe","Developed","Very High","High-income"
"Russia","RUS",2020,0.818,36746.375,146371239,"Europe","Developed","Very High","High-income"
"Russia","RUS",2021,0.813,38938.496,145836117,"Europe","Developed","Very High","High-income"
"Russia","RUS",2022,0.826,38263.617,145579843,"Europe","Developed","Very High","High-income"
"Russia","RUS",2023,0.832,39753.457,145440454,"Europe","Developed","Very High","High-income"
"Rwanda","RWA",1995,0.294,930.5725,5674072,"Africa","Developing","Low","Low-income"
"Rwanda","RWA",1996,0.297,887.3726,6708729,"Africa","Developing","Low","Low-income"
"Rwanda","RWA",1997,0.295,873.9478,7755188,"Africa","Developing","Low","Low-income"
"Rwanda","RWA",1998,0.304,912.9394,8081636,"Africa","Developing","Low","Low-income"
"Rwanda","RWA",1999,0.317,944.92566,8147867,"Africa","Developing","Low","Low-income"
"Rwanda","RWA",2000,0.34,1015.7939,8213890,"Africa","Developing","Low","Low-income"
"Rwanda","RWA",2001,0.37,1092.2506,8287041,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2002,0.385,1219.6971,8400138,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2003,0.398,1219.457,8586828,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2004,0.417,1276.1022,8816799,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2005,0.433,1359.1343,9054488,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2006,0.452,1445.4756,9299203,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2007,0.467,1514.9728,9549891,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2008,0.479,1640.3757,9804219,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2009,0.493,1698.4929,10060389,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2010,0.504,1777.6393,10317499,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2011,0.512,1872.6146,10573694,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2012,0.521,1986.3146,10829851,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2013,0.499,2030.6693,11093287,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2014,0.525,2104.416,11364711,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2015,0.525,2236.628,11639989,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2016,0.534,2314.6592,11919140,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2017,0.539,2349.5889,12202006,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2018,0.54,2491.3108,12487952,"Africa","Developing","Low","Lower-middle"
"Rwanda","RWA",2019,0.55,2665.1868,12776068,"Africa","Developing","Medium","Lower-middle"
"Rwanda","RWA",2020,0.555,2518.1653,13065796,"Africa","Developing","Medium","Lower-middle"
"Rwanda","RWA",2021,0.562,2731.09,13355214,"Africa","Developing","Medium","Lower-middle"
"Rwanda","RWA",2022,0.57,2889.8848,13650972,"Africa","Developing","Medium","Lower-middle"
"Rwanda","RWA",2023,0.578,3060.029,13954429,"Africa","Developing","Medium","Lower-middle"
"Saint Kitts and Nevis","KNA",2005,0.758,22625.031,46412,"North America","Developing","High","High-income"
"Saint Kitts and Nevis","KNA",2006,0.765,23271.654,46544,"North America","Developing","High","High-income"
"Saint Kitts and Nevis","KNA",2007,0.769,23342.754,46689,"North America","Developing","High","High-income"
"Saint Kitts and Nevis","KNA",2008,0.776,25912.89,46801,"North America","Developing","High","High-income"
"Saint Kitts and Nevis","KNA",2009,0.783,24987.408,46893,"North America","Developing","High","High-income"
"Saint Kitts and Nevis","KNA",2010,0.791,25011.184,46816,"North America","Developing","High","High-income"
"Saint Kitts and Nevis","KNA",2011,0.8,25393.834,46866,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2012,0.808,25127.738,47014,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2013,0.818,26546.555,47048,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2014,0.829,28545.85,47073,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2015,0.83,28745.217,47057,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2016,0.832,29883.297,47043,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2017,0.834,29965.234,47029,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2018,0.835,30592.904,46989,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2019,0.839,31496.594,46922,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2020,0.828,26707.107,46845,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2021,0.818,26896.617,46738,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2022,0.829,29761.275,46695,"North America","Developed","Very High","High-income"
"Saint Kitts and Nevis","KNA",2023,0.84,30409.404,46743,"North America","Developed","Very High","High-income"
"Saint Lucia","LCA",1990,0.683,17222,137810,"North America","Developing","Medium","High-income"
"Saint Lucia","LCA",1991,0.685,17080.652,139486,"North America","Developing","Medium","High-income"
"Saint Lucia","LCA",1992,0.692,18166.053,141580,"North America","Developing","Medium","High-income"
"Saint Lucia","LCA",1993,0.694,18003.877,143684,"North America","Developing","Medium","High-income"
"Saint Lucia","LCA",1994,0.696,18020.357,145851,"North America","Developing","Medium","High-income"
"Saint Lucia","LCA",1995,0.698,18048.625,148174,"North America","Developing","Medium","High-income"
"Saint Lucia","LCA",1996,0.701,18300.996,150406,"North America","Developing","High","High-income"
"Saint Lucia","LCA",1997,0.701,17919.88,152538,"North America","Developing","High","High-income"
"Saint Lucia","LCA",1998,0.705,18786.836,154649,"North America","Developing","High","High-income"
"Saint Lucia","LCA",1999,0.708,19039.299,156672,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2000,0.71,18818.725,158582,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2001,0.712,17993.482,160187,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2002,0.716,17911.477,161609,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2003,0.721,18522.354,162943,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2004,0.726,19715.66,164207,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2005,0.73,19491.05,165420,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2006,0.741,20550.883,166622,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2007,0.74,20759.127,167720,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2008,0.749,21651.049,168771,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2009,0.751,20907.154,169832,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2010,0.749,20848.877,170869,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2011,0.755,21637.684,171765,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2012,0.748,21515.715,172541,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2013,0.741,20989.217,173340,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2014,0.746,21214.338,174099,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2015,0.757,21142.625,174864,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2016,0.76,21775.162,175606,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2017,0.757,22422.611,176303,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2018,0.759,22981.803,176982,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2019,0.745,22738.012,177639,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2020,0.734,17141.938,178207,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2021,0.724,19101.166,178489,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2022,0.747,22961.963,178747,"North America","Developing","High","High-income"
"Saint Lucia","LCA",2023,0.748,23403.46,179241,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2000,0.7,9890.362,113508,"North America","Developing","High","Upper-middle"
"Saint Vincent and the Grenadines","VCT",2001,0.704,10067.169,113463,"North America","Developing","High","Upper-middle"
"Saint Vincent and the Grenadines","VCT",2002,0.71,10619.379,113322,"North America","Developing","High","Upper-middle"
"Saint Vincent and the Grenadines","VCT",2003,0.715,11350.586,113108,"North America","Developing","High","Upper-middle"
"Saint Vincent and the Grenadines","VCT",2004,0.719,11849.677,112809,"North America","Developing","High","Upper-middle"
"Saint Vincent and the Grenadines","VCT",2005,0.724,12186.143,112420,"North America","Developing","High","Upper-middle"
"Saint Vincent and the Grenadines","VCT",2006,0.731,13089.55,111976,"North America","Developing","High","Upper-middle"
"Saint Vincent and the Grenadines","VCT",2007,0.737,13583.082,111483,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2008,0.741,13699.83,111001,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2009,0.745,13574.597,110479,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2010,0.746,13032.493,109933,"North America","Developing","High","Upper-middle"
"Saint Vincent and the Grenadines","VCT",2011,0.749,13025.741,109314,"North America","Developing","High","Upper-middle"
"Saint Vincent and the Grenadines","VCT",2012,0.753,13252.317,108706,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2013,0.755,13654.122,108110,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2014,0.759,13901.971,107508,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2015,0.765,14365.699,106931,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2016,0.771,15047.248,106311,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2017,0.778,15364.364,105626,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2018,0.783,15963.623,104887,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2019,0.787,16186.346,104143,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2020,0.781,15677.588,103489,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2021,0.781,15900.977,102797,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2022,0.794,17172.207,102012,"North America","Developing","High","High-income"
"Saint Vincent and the Grenadines","VCT",2023,0.798,18335.213,101286,"North America","Developing","High","High-income"
"Samoa","WSM",1995,0.655,4077.991,174539,"Oceania","Developing","Medium","Lower-middle"
"Samoa","WSM",1996,0.663,4333.5127,176046,"Oceania","Developing","Medium","Upper-middle"
"Samoa","WSM",1997,0.665,4325.138,177525,"Oceania","Developing","Medium","Upper-middle"
"Samoa","WSM",1998,0.669,4386.519,178877,"Oceania","Developing","Medium","Upper-middle"
"Samoa","WSM",1999,0.672,4448.32,180235,"Oceania","Developing","Medium","Upper-middle"
"Samoa","WSM",2000,0.676,4638.594,181649,"Oceania","Developing","Medium","Upper-middle"
"Samoa","WSM",2001,0.683,4941.115,183137,"Oceania","Developing","Medium","Upper-middle"
"Samoa","WSM",2002,0.682,5183.4546,184434,"Oceania","Developing","Medium","Upper-middle"
"Samoa","WSM",2003,0.687,5425.444,185396,"Oceania","Developing","Medium","Upper-middle"
"Samoa","WSM",2004,0.691,5568.347,186219,"Oceania","Developing","Medium","Upper-middle"
"Samoa","WSM",2005,0.694,5914.8896,186940,"Oceania","Developing","Medium","Upper-middle"
"Samoa","WSM",2006,0.697,6017.477,187686,"Oceania","Developing","Medium","Upper-middle"
"Samoa","WSM",2007,0.701,6013.2764,188722,"Oceania","Developing","High","Upper-middle"
